Date,NumberOfSubjects,Fatal,SubjectArmed,SubjectRace,SubjectGender,SubjectAge,NatureOfStop,NumberOfShots,NumberOfOfficers,OfficerRace,OfficerGender,Department,FullNarrative,City,Notes
9/25/2011,1,U,Y,B,F,U,Shots fired,6,2,W;B,M,Memphis Police Department,"Closed 5/3/13. Davis and Voyles respinded to shots fired at Club Crave while patroling Beale St. officers gave verbal commands to drop weapon. He shot five times, she ran behind vehicle. He observed suspect on the ground and called ambulace. No one was in the line of fore when he discharged his weapon. Ruled justified. ",Memphis,"Victim transported in critical condition;report uses the word ""nuetralized""; Victim armed w/ semi-automatic handgun;Voyles fired 5 rounds;Davis fired 1 round"
5/12/2011,1,N,Y,U,M,U,NA,NA,1,U,M,Metropolitan Police Department,NA,Washington DC,No hits.
12/12/2011,1,F,Y,U,M,U,NA,NA,4,U,M;M;M;M,Metropolitan Police Department,NA,Washington DC,Victim unidentified.
11/02/2012,1,F,N,U,M,U,NA,NA,1,U,M,Metropolitan Police Department,NA,Washington DC,Victim named Justin Turner. Victim armed with knife.
4/3/2013,1,N,Y,U,M,U,NA,NA,1,U,M,Metropolitan Police Department,NA,Washington DC,No hits.
12/03/2013,1,F,Y,U,M,U,NA,NA,2,U,M;M,Metropolitan Police Department,NA,Washington DC,Victim named Darius Murphy.
6/4/2013,1,F,Y,U,M,U,NA,NA,2,U,M;M,Metropolitan Police Department,NA,Washington DC,
2/5/2013,1,N,N,U,M,U,NA,NA,1,U,M,Metropolitan Police Department,NA,Washington DC,Victim armed with knife.
8/7/2013,1,N,Y,U,M,U,NA,NA,1,U,M,Metropolitan Police Department,NA,Washington DC,No hits.
10/8/2013,1,F,N,U,M,U,NA,NA,1,U,F,Metropolitan Police Department,NA,Washington DC,Victim named Marcus Young.
3/9/2013,1,N,N,U,M,U,NA,NA,1,U,M,Metropolitan Police Department,NA,Washington DC,Victim armed with car.
4/9/2013,1,F,Y,U,M,U,NA,NA,1,U,M,Metropolitan Police Department,NA,Washington DC,Victim named Cleman Sweepson.
10/5/2014,1,F,Y,U,M,U,NA,NA,1,U,F,Metropolitan Police Department,NA,Washington DC,Victim named Michael Abney.
4/6/2014,1,F,Y,U,M,U,NA,NA,1,U,M,Metropolitan Police Department,NA,Washington DC,Victim named Isaac Little.
7/7/2014,1,N,N,U,M,U,NA,NA,1,U,M,Metropolitan Police Department,NA,Washington DC,No hits.
9/10/2014,1,N,N,U,M,U,NA,NA,1,U,M,Metropolitan Police Department,NA,Washington DC,
3/4/2015,1,N,Y,U,M,U,NA,NA,3,U,M;M;M,Metropolitan Police Department,NA,Washington DC,
8/6/2015,1,N,Y,U,M,U,NA,NA,1,U,M,Metropolitan Police Department,NA,Washington DC,No hits.
1/7/2015,1,N,Y,U,M,U,NA,NA,1,U,M,Metropolitan Police Department,NA,Washington DC,
2/8/2015,1,N,Y,U,M,U,NA,NA,1,U,M,Metropolitan Police Department,NA,Washington DC,No hits.
8/8/2015,1,N,N,U,F,U,NA,NA,1,U,M,Metropolitan Police Department,NA,Washington DC,Victim armed with knife.
10/8/2015,1,N,Y,U,M,U,NA,NA,1,U,M,Metropolitan Police Department,NA,Washington DC,No hits.
4/9/2015,1,N,Y,U,M,U,NA,NA,3,U,M;M;M,Metropolitan Police Department,NA,Washington DC,
10/9/2015,1,N,Y,U,M,U,NA,NA,1,U,M,Metropolitan Police Department,NA,Washington DC,
2/12/2015,1,F,Y,U,M,U,NA,NA,3,U,M;M;M,Metropolitan Police Department,NA,Washington DC,Victim unidentified.
2/1/2016,1,F,N,U,M,U,NA,NA,1,U,M,Metropolitan Police Department,NA,Washington DC,Victim named Peter Alafin John. Victim armed with BB gun.
9/7/2016,1,N,Y,U,M,U,NA,NA,1,U,M,Metropolitan Police Department,NA,Washington DC,
9/11/2016,1,F,N,U,M,U,NA,NA,1,U,M,Metropolitan Police Department,NA,Washington DC,Victim named Terrance Sterling.
7/12/2016,1,N,Y,U,M,U,NA,NA,2,U,M;M,Metropolitan Police Department,NA,Washington DC,
1/18/2011,1,N,Y,U,M,U,NA,NA,1,U,M,Metropolitan Police Department,NA,Washington DC,No hits.
1/26/2012,1,N,Y,U,M,U,NA,NA,1,U,M,Metropolitan Police Department,NA,Washington DC,
1/27/2011,1,N,N,U,M,U,NA,NA,2,U,F;F,Metropolitan Police Department,NA,Washington DC,
10/14/2016,1,N,Y,U,M,U,NA,NA,1,U,M,Metropolitan Police Department,NA,Washington DC,
10/26/2015,1,F,Y,U,F,U,NA,NA,4,U,M;F;M;M,Metropolitan Police Department,NA,Washington DC,Victim named Marquesha McMillan.
11/19/2015,1,F,N,U,M,U,NA,NA,1,U,F,Metropolitan Police Department,NA,Washington DC,Victim named Darick Napper. Victim armed with knife.
11/25/2013,1,F,Y,U,M,U,NA,NA,1,U,M,Metropolitan Police Department,NA,Washington DC,Victim named Robert Brown.
11/27/2011,1,N,Y,U,M,U,NA,NA,1,U,M,Metropolitan Police Department,NA,Washington DC,
11/28/2012,1,N,Y,U,M,U,NA,NA,1,U,M,Metropolitan Police Department,NA,Washington DC,
12/15/2013,1,F,Y,U,F,U,NA,NA,1,U,M,Metropolitan Police Department,NA,Washington DC,
12/20/2012,1,N,Y,U,M,U,NA,NA,1,U,M,Metropolitan Police Department,NA,Washington DC,No hits.
12/24/2014,1,F,Y,U,M,U,NA,NA,4,U,M;M;M;M,Metropolitan Police Department,NA,Washington DC,Victim named Gregory Gray.
12/24/2014,1,N,Y,U,M,U,NA,NA,6,U,M;M;M;M;M;M,Metropolitan Police Department,NA,Washington DC,
12/25/2012,1,N,Y,U,M,U,NA,NA,1,U,M,Metropolitan Police Department,NA,Washington DC,
12/25/2016,1,F,N,U,M,U,NA,NA,1,U,M,Metropolitan Police Department,NA,Washington DC,Victim named Gerald Hall. Victim armed with knife.
12/27/2013,1,N,N,U,M,U,NA,NA,1,U,M,Metropolitan Police Department,NA,Washington DC,
2/13/2011,1,F,Y,U,U,U,NA,NA,3,U,M;M,Metropolitan Police Department,NA,Washington DC,Victims named Akeem Cayo and Davon Sealy.
2/13/2011,1,F,Y,U,U,U,NA,NA,3,U,M;M,Metropolitan Police Department,NA,Washington DC,Victims named Akeem Cayo and Davon Sealy.
3/15/2013,1,N,N,U,M,U,NA,NA,1,U,M,Metropolitan Police Department,NA,Washington DC,Victim armed with car.
3/17/2012,1,N,N,U,M,U,NA,NA,2,U,M;M,Metropolitan Police Department,NA,Washington DC,Victim armed with car.
3/18/2014,1,F,Y,U,M,U,NA,NA,1,U,M,Metropolitan Police Department,NA,Washington DC,Victim named Daquan Hendrix.
3/23/2016,1,N,Y,U,M,U,NA,NA,2,U,M;M,Metropolitan Police Department,NA,Washington DC,No hits.
3/27/2015,1,N,Y,U,M,U,NA,NA,1,U,M,Metropolitan Police Department,NA,Washington DC,
3/28/2012,1,F,Y,U,M,U,NA,NA,2,U,M;M,Metropolitan Police Department,NA,Washington DC,Victim named Kevin Bolden.
4/18/2014,1,N,Y,U,M,U,NA,NA,1,U,M,Metropolitan Police Department,NA,Washington DC,No hits.
4/26/2011,1,F,N,U,M,U,NA,NA,1,U,M,Metropolitan Police Department,NA,Washington DC,Victim amed with BB gun. Victim named Rafael Briscoe.
5/14/2012,1,F,Y,U,M,U,NA,NA,1,U,M,Metropolitan Police Department,NA,Washington DC,Victim named Dominique Campbell.
5/21/2011,1,N,Y,U,M,U,NA,NA,2,U,M;M,Metropolitan Police Department,NA,Washington DC,No hits.
5/22/2013,1,N,Y,U,M,U,NA,NA,1,U,M,Metropolitan Police Department,NA,Washington DC,No hits.
5/27/2011,1,N,Y,U,M,U,NA,NA,1,U,M,Metropolitan Police Department,NA,Washington DC,
5/28/2015,1,N,Y,U,M,U,NA,NA,1,U,M,Metropolitan Police Department,NA,Washington DC,No hits.
5/29/2013,1,N,Y,U,M,U,NA,NA,1,U,M,Metropolitan Police Department,NA,Washington DC,No hits.
5/29/2013,1,F,Y,U,M,U,NA,NA,3,U,M;M;M;M,Metropolitan Police Department,NA,Washington DC,Victim named Nathaniel McRae.
5/29/2016,1,N,N,U,M,U,NA,NA,1,U,M,Metropolitan Police Department,NA,Washington DC,"Victim armed with ""plastic replica of gun""/pellet gun (am going to double-check this.)"
6/14/2011,1,F,N,U,M,U,NA,NA,1,U,M,Metropolitan Police Department,NA,Washington DC,Victim armed with screwdriver. Victim named Jean Louis.
6/27/2016,1,F,N,U,M,U,NA,NA,6,U,M;M;F;M;M;M,Metropolitan Police Department,NA,Washington DC,"Victim named Sherman Evans. Victim armed with ""pellet gun."""
7/21/2011,1,N,Y,U,M,U,NA,NA,2,U,M;M,Metropolitan Police Department,NA,Washington DC,
7/21/2015,1,N,Y,U,M,U,NA,NA,1,U,M,Metropolitan Police Department,NA,Washington DC,No hits.
7/22/2015,1,N,N,U,M,U,NA,NA,1,U,F,Metropolitan Police Department,NA,Washington DC,No hits.
7/23/2016,1,N,Y,U,M,U,NA,NA,1,U,M,Metropolitan Police Department,NA,Washington DC,No hits.
7/30/2014,1,N,Y,U,M,U,NA,NA,1,U,M,Metropolitan Police Department,NA,Washington DC,
8/24/2012,1,F,N,U,M,U,NA,NA,2,U,M,Metropolitan Police Department,NA,Washington DC,Victim named Albert Payton. Victim armed with knife.
9/16/2013,1,F,Y,U,M,U,NA,NA,1,U,M,Metropolitan Police Department,NA,Washington DC,Victim named Aaron Alexis.
2011,1,U,U,U,U,U,NA,NA,NA,,U,Miami-Dade Police Department,NA,MiamiDade,Investigation pending. DAs' office data
2012,1,U,U,U,U,U,NA,NA,NA,,U,Miami-Dade Police Department,NA,MiamiDade,Investigation pending. DAs' office data
2013,1,U,U,U,U,U,NA,NA,NA,,U,Miami-Dade Police Department,NA,MiamiDade,Investigation pending. DAs' office data
2013,1,U,U,U,U,U,NA,NA,NA,,U,Miami-Dade Police Department,NA,MiamiDade,Investigation pending. DAs' office data
2013,1,U,U,U,U,U,NA,NA,NA,,U,Miami-Dade Police Department,NA,MiamiDade,Investigation pending. DAs' office data
2014,1,U,U,U,U,U,NA,NA,NA,,U,Miami-Dade Police Department,NA,MiamiDade,Investigation pending. DAs' office data
2014,1,U,U,U,U,U,NA,NA,NA,,U,Miami-Dade Police Department,NA,MiamiDade,
2015,1,U,U,U,U,U,NA,NA,NA,,U,Miami-Dade Police Department,NA,MiamiDade,Investigation pending. DAs' office data
2015,1,U,U,U,U,U,NA,NA,NA,,U,Miami-Dade Police Department,NA,MiamiDade,Investigation pending. DAs' office data
2015,1,U,U,U,U,U,NA,NA,NA,,U,Miami-Dade Police Department,NA,MiamiDade,Investigation pending. DAs' office data
2015,1,U,U,U,U,U,NA,NA,NA,,U,Miami-Dade Police Department,NA,MiamiDade,Investigation pending. DAs' office data
2015,1,U,U,U,U,U,NA,NA,NA,,U,Miami-Dade Police Department,NA,MiamiDade,Investigation pending. DAs' office data
2016,1,U,U,U,U,U,NA,NA,NA,,U,Miami-Dade Police Department,NA,MiamiDade,Investigation pending. DAs' office data
2016,1,U,U,U,U,U,NA,NA,NA,,U,Miami-Dade Police Department,NA,MiamiDade,Investigation pending. DAs' office data
2016,1,U,U,U,U,U,NA,NA,NA,,U,Miami-Dade Police Department,NA,MiamiDade,Investigation pending. DAs' office data
2016,1,U,U,U,U,U,NA,NA,NA,,U,Miami-Dade Police Department,NA,MiamiDade,Investigation pending. DAs' office data
2016,1,U,U,U,U,U,NA,NA,NA,,U,Miami-Dade Police Department,NA,MiamiDade,Investigation pending. DAs' office data
2016,1,U,U,U,U,U,NA,NA,NA,,U,Miami-Dade Police Department,NA,MiamiDade,Investigation pending. DAs' office data
2016,1,U,U,U,U,U,NA,NA,NA,,U,Miami-Dade Police Department,NA,MiamiDade,Investigation pending. DAs' office data
2016,1,U,U,U,U,U,NA,NA,NA,,U,Miami-Dade Police Department,NA,MiamiDade,Investigation pending. DAs' office data
2016,1,U,U,U,U,U,NA,NA,NA,,U,Miami-Dade Police Department,NA,MiamiDade,Investigation pending. DAs' office data
2016,1,U,U,U,U,U,NA,NA,NA,,U,Miami-Dade Police Department,NA,MiamiDade,Investigation pending. DAs' office data
09/02/2010,1,F,N,B,M,18,robbery patrol,3,1,,M,Miami-Dade Police Department,NA,MiamiDade,
09/06/2010,1,N,N,U,U,U,N/A,NA,1,,M,Miami-Dade Police Department,NA,MiamiDade,Officer off-duty.
09/06/2010,1,N,N,U,U,U,N/A,NA,1,,M,Miami-Dade Police Department,NA,MiamiDade,Officer off-duty.
12/03/2011,1,F,N,U,M,U,mental health crisis,NA,1,,M,Miami-Dade Police Department,NA,MiamiDade,
04/05/2011,1,F,Y,B,M,24,robbery patrol,6,1,,M,Miami-Dade Police Department,NA,MiamiDade,
12/06/2011,1,N,Y,U,U,U,drug bust,NA,2,,M;M,Miami-Dade Police Department,NA,MiamiDade,
12/06/2011,1,F,N,U,U,U,drug bust,NA,2,,M;M,Miami-Dade Police Department,NA,MiamiDade,
10/07/2011,1,F,N,U,M,49,mental health crisis,1,1,,M,Miami-Dade Police Department,NA,MiamiDade,Machete
06/08/2011,1,F,N,U,M,51,robbery patrol,NA,4,,M;M;M;M,Miami-Dade Police Department,NA,MiamiDade,
08/09/2011,1,N,N,U,U,U,domestic distrubance,NA,2,,M;M,Miami-Dade Police Department,NA,MiamiDade,
08/09/2011,1,N,N,U,U,U,domestic distrubance,NA,2,,M;M,Miami-Dade Police Department,NA,MiamiDade,
10/10/2011,1,F,N,B,M,28,hit and run chase,NA,2,,M;F,Miami-Dade Police Department,NA,MiamiDade,
08/12/2011,1,F,Y,B,F,32,mental health crisis,NA,2,,M;M,Miami-Dade Police Department,NA,MiamiDade,
10/02/2012,1,F,Y,B,M,26,suspicious vehicle,NA,1,,M,Miami-Dade Police Department,NA,MiamiDade,
11/03/2012,1,N,N,U,M,36,NA,NA,1,,M,Miami-Dade Police Department,NA,MiamiDade,
03/07/2012,1,F,Y,L,M,27,drug bust,NA,1,,M,Miami-Dade Police Department,NA,MiamiDade,
08/09/2012,1,F,Y,U,F,21,drug bust,NA,4,,M;M;M;M,Miami-Dade Police Department,NA,MiamiDade,
05/12/2012,1,F,N,U,M,42,Traffic stop for suspected involved in grand theft investigation,NA,4,,M;M;M;M,Miami-Dade Police Department,NA,MiamiDade,
01/04/2013,1,F,N,U,U,U,theft,NA,2,,M;M,Miami-Dade Police Department,NA,MiamiDade,car
01/04/2013,1,F,N,U,U,U,theft,NA,2,,M;M,Miami-Dade Police Department,NA,MiamiDade,car
05/04/2013,1,F,Y,B,M,38,showed firearm to bus riders,NA,2,,F;F,Miami-Dade Police Department,NA,MiamiDade,Subject was potentially mentally ill.
05/08/2013,1,F,N,L,M,U,vehicle drove toward cop car,NA,2,,M;F,Miami-Dade Police Department,NA,MiamiDade,
06/10/2013,1,N,Y,U,M,27,vehicle chase,NA,2,,M;M,Miami-Dade Police Department,NA,MiamiDade,
12/10/2013,1,F,N,U,U,U,BOLO,NA,23,,M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M,Miami-Dade Police Department,NA,MiamiDade,One subject was mentally ill.
12/10/2013,1,F,N,U,U,U,BOLO,NA,23,,M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M;M,Miami-Dade Police Department,NA,MiamiDade,One subject was mentally ill.
02/11/2013,1,N,Y,U,M,21,gang activity,NA,4,,M;M;M;F,Miami-Dade Police Department,NA,MiamiDade,
06/01/2014,1,N,N,B,M,23,vehicle accelerated toward officer,6,1,,M,Miami-Dade Police Department,NA,MiamiDade,
03/04/2014,1,F,N,U,M,20,domestic distrubance,NA,1,,M,Miami-Dade Police Department,NA,MiamiDade,armed with 2 kitchen knives
03/09/2014,1,N,Y,U,M,25,domestic distrurbance,NA,1,,M,Miami-Dade Police Department,NA,MiamiDade,
02/10/2014,1,N,N,U,M,31,vehicle burglary,NA,1,,M,Miami-Dade Police Department,NA,MiamiDade,Screwdriver.
04/04/2016,1,N,N,L,M,44,prostitution solicitation,2,1,,M,Miami-Dade Police Department,NA,MiamiDade,
01/17/2013,1,N,N,B,M,17,"be on the lookout ""BOLO""",NA,1,,M,Miami-Dade Police Department,NA,MiamiDade,
01/20/2011,1,F,Y,B,M,23,warrant,NA,1,,M,Miami-Dade Police Department,NA,MiamiDade,
01/24/2010,1,N,N,U,M,U,domestic distrubance,1,1,,F,Miami-Dade Police Department,NA,MiamiDade,
01/30/2013,1,N,N,U,M,23,traffic stop,NA,1,,M,Miami-Dade Police Department,NA,MiamiDade,car
02/17/2015,1,N,Y,B,M,24,arrest warrant for 2nd degree murder,3,1,,M,Miami-Dade Police Department,NA,MiamiDade,for City of Miami case 141208358725.
03/13/2013,1,F,N,L,M,43,"""suspicious person looking into vehicles in the area""",NA,1,,M,Miami-Dade Police Department,NA,MiamiDade,
03/26/2012,1,N,Y,B,M,19,robbery patrol,NA,2,,M;M,Miami-Dade Police Department,NA,MiamiDade,
04/13/2014,1,N,N,U,M,23,NA,NA,1,,M,Miami-Dade Police Department,NA,MiamiDade,
04/14/2013,1,N,N,U,M,30,robbery,NA,6,,M;M;M;M;M;M,Miami-Dade Police Department,NA,MiamiDade,"drove away, then police shot at car and victim"
04/20/2016,1,F,Y,U,M,41,armed abduction,NA,1,U,M,Miami-Dade Police Department,NA,MiamiDade,
04/21/2011,1,F,N,U,M,24,warrant,14,2,,M;M,Miami-Dade Police Department,NA,MiamiDade,
04/25/2013,1,N,Y,U,M,31,retrieving stolen phone,NA,1,,M,Miami-Dade Police Department,NA,MiamiDade,
05/16/2014,1,N,N,B,M,27,NA,NA,5,,M;M;M;M;M,Miami-Dade Police Department,NA,MiamiDade,"BB gun. Subject said he wanted ""suicide by cop"""
05/17/2012,1,F,N,U,M,46,robbery patrol,NA,1,,M,Miami-Dade Police Department,NA,MiamiDade,
05/28/2012,1,N,N,U,M,16,pedestrian stop,NA,1,,M,Miami-Dade Police Department,NA,MiamiDade,
06/15/2013,1,F,N,U,M,38,domestic distrurbance,NA,2,,F;F,Miami-Dade Police Department,NA,MiamiDade,
06/16/2013,1,F,N,U,M,48,woman being stabbed,NA,1,,M,Miami-Dade Police Department,NA,MiamiDade,"mentally ill, knife"
06/26/2012,1,N,N,U,M,44,burglary,NA,1,,F,Miami-Dade Police Department,NA,MiamiDade,
06/29/2013,1,F,N,U,M,52,"violent, armed dispute",NA,1,,M,Miami-Dade Police Department,NA,MiamiDade,knife
06/30/2011,1,F,N,W,U,U,robbery patrol,NA,11,,M;M;M;M;M;M;M;M;M;M;M,Miami-Dade Police Department,NA,MiamiDade,
06/30/2011,1,F,N,W,U,U,robbery patrol,NA,11,,M;M;M;M;M;M;M;M;M;M;M,Miami-Dade Police Department,NA,MiamiDade,
06/30/2011,1,F,N,W,U,U,robbery patrol,NA,11,,M;M;M;M;M;M;M;M;M;M;M,Miami-Dade Police Department,NA,MiamiDade,
06/30/2011,1,F,N,B,U,U,robbery patrol,NA,11,,M;M;M;M;M;M;M;M;M;M;M,Miami-Dade Police Department,NA,MiamiDade,
07/13/2012,1,N,N,U,M,48,BOLO,NA,1,,M,Miami-Dade Police Department,NA,MiamiDade,
07/15/2012,1,F,N,U,M,36,domestic distrurbance,NA,1,,M,Miami-Dade Police Department,NA,MiamiDade,armed with knife
07/23/2012,1,F,N,U,M,55,complaint,NA,1,,M,Miami-Dade Police Department,NA,MiamiDade,
07/30/2010,1,N,N,U,M,17,BOLO,NA,1,,M,Miami-Dade Police Department,NA,MiamiDade,
07/31/2012,1,F,Y,U,M,56,drug bust,NA,4,,M;M;M;M,Miami-Dade Police Department,NA,MiamiDade,
08/14/2012,1,F,N,U,M,40,vehicle chase,NA,1,,M,Miami-Dade Police Department,NA,MiamiDade,
08/24/2012,1,N,N,B,U,U,robbery patrol,NA,6,,M;M;M;M;M;M,Miami-Dade Police Department,NA,MiamiDade,
08/24/2012,1,N,N,B,U,U,robbery patrol,NA,6,,M;M;M;M;M;M,Miami-Dade Police Department,NA,MiamiDade,
08/25/2011,1,N,N,B,M,34,Traffic violation,1,1,,M,Miami-Dade Police Department,NA,MiamiDade,
09/15/2016,1,N,N,W,M,30,accidental shooting,NA,1,W,F,Miami-Dade Police Department,NA,MiamiDade,"no charges filed: officer cleaning gun while (possibly — not sure about timing) ""heavily medicated"" on Ambien; shot through wall and hit victim. Officer off-duty."
09/23/2013,1,N,N,U,M,41,NA,NA,1,,M,Miami-Dade Police Department,NA,MiamiDade,armed with pickaxe
09/28/2015,1,F,N,U,M,U,"vehicle crash, ""scuffle""",3,1,,M,Miami-Dade Police Department,NA,MiamiDade,
10/14/2011,1,F,N,U,M,34,car chase,NA,5,,M;M;M;M;M,Miami-Dade Police Department,NA,MiamiDade,
10/18/2012,1,N,N,U,M,56,traffic stop,NA,1,,F,Miami-Dade Police Department,NA,MiamiDade,rocks and cinder blocks
10/29/2013,1,F,N,B,M,U,witnessed victim try lighting the shell gas station on fire,NA,1,,M,Miami-Dade Police Department,NA,MiamiDade,knife
11/13/2015,1,N,N,U,U,U,traffic stop,NA,1,,M,Miami-Dade Police Department,NA,MiamiDade,
11/13/2015,1,N,N,U,U,U,traffic stop,NA,1,,M,Miami-Dade Police Department,NA,MiamiDade,
11/13/2015,1,N,N,U,U,U,traffic stop,NA,1,,M,Miami-Dade Police Department,NA,MiamiDade,
11/15/2015,1,N,Y,U,M,16,NA,6,1,,M,Miami-Dade Police Department,NA,MiamiDade,
11/22/2010,1,N,Y,W,U,U,Eviction,NA,1,,M,Miami-Dade Police Department,NA,MiamiDade,One subject killed by other subject.
11/22/2010,1,F,N,W,U,U,Eviction,NA,1,,M,Miami-Dade Police Department,NA,MiamiDade,One subject killed by other subject.
11/22/2011,1,F,Y,U,M,52,murder suspect,NA,3,,M;M;M,Miami-Dade Police Department,NA,MiamiDade,Was reaching for firearm.
11/25/2012,1,F,Y,U,U,U,armed home invasion,NA,2,,M;M,Miami-Dade Police Department,NA,MiamiDade,
11/25/2012,1,N,N,U,U,U,armed home invasion,NA,2,,M;M,Miami-Dade Police Department,NA,MiamiDade,
11/27/2012,1,F,Y,W,M,47,aggravated battery,8,2,,M;F,Miami-Dade Police Department,NA,MiamiDade,
12/29/2011,1,F,N,U,M,25,NA,NA,1,,M,Miami-Dade Police Department,NA,MiamiDade,armed with knife
10/11/2010,1,N,N,W,M,U,NA,3,1,W,M,Milwaukee Police Department,"Lieutenant Mark Wroblewski of the Metropolitan Division Late Shift is typing this report. On Sunday October 10, 2010 at 11:25pm squads for the Fugitive Apprehension Unit went to N93 W25866 Riverview Ln Lisbon, Wi to look for Jeremy Spence who was wanted on warrant #J45666 for fleeing MPD IR# 10-269-0176. Upon arrival the officers observed Mr. Spence in the residence along with his mother. Officers contacted their sergeant who advised them to call for the Waukesha County Sheriff Department to help out. While waiting for the deputies to arrive the officers observed the mother going back and forth from a room just off of the front door area. When the Sheriff Deputies arrived they indicated they knew who Mr. Spence was, and that he has an extensive record including resisting and fleeing. Officers made contact with the mother and asked for permission to search the house. which she eventually granted. As officers entered the house they went to the room and found it to be a laundry room that led to the garage. As the officers entered the garage led by P.O. [redacted] Mr. Spence started the vehicle. P.O. [redacted] drew his issued weapon and ordered Mr. Spence to shut the vehicle off. WCSD made forced entry to the garage via the side service door but were unable to enter due to the amount of property blocking access. [redacted] attempted to get around the rear of the auto to gain an advantage on the driver but every time he tried Mr. Spence would put the car in reverse and back up. After approximately three attempts of getting to the driver side Mr. Spence floored the accelerator and placed the car in drive. The auto sped forward crashing through the overhead garage door and [redacted] fearing for [redacted]'s life and the deputies that were on containment on the other side of the door, P.O. [redacted] discharged his issued service weapon three times at 12:23am on October 11, 2010. The auto was struck two times in the trunk lid and Mr. Spence was struck in the head by the gunfire. The auto continued forward approximately 20 feet before crashing into an unoccupied pick-up truck that was parked on the drive pushing it over the curb line, Mr. Spence was taken into custody and transported to Froedtert Hospital for a GSW to the head by Waukesha County Sheriff and a Waukesha County Med Unit. Waukesha County Sheriff is the lead investigating agency and it will be reviewed by the Waukesha County District Attorney's Office.I spoke with P.O. [redacted] who gave the followinq statement. On October 10, 2010 he was checkinp for a fleeing suspect from Milwaukee (Jeremy Spence) in the Town of Lisbon along with P.O. [redacted], P.O. [redacted] and P.O. [redacted] and the Waukesha County Sheriff Office. P.O. [redacted] states he entered the residence with P.O. [redacted] following him. They located Mr. Spence sitting in the driver seat of a red auto in the attached garage with the overhead garage door closed. Mr. Spence started the vehicle and P.O. [redacted] states he drew his issued handgun and began giving commands for Mr. Spence to shut off the vehicle, which was running and show his hands, which he refused. During the commands Mr. Spence maintained eye contact with him (P.O. [redacted], P.O. [redacted] attempted to make his way behind the auto to gain access to the driver side where Mr. Spence was located to take him into custody. Every time P.O. [redacted] moved behind the auto, Mr. Spence would place the auto in reverse and begin to back up attempting to hit the offir.er and, blocking the route. P.O. [redated] states Mr. Spence began revving the engine and placed it in drive racing towards the closed overhead door. P.O. [redacted] fearing for the officers and deputies on the outside of the garage discharged his service weapon through the rear window of the auto prior to the auto crashing through the overhead door. The auto continued under the collapsed door and crashed into a parked pickup truck that was on the driveway. The auto continued to run as if the accelerator was pressed to the floor until Mr. Spence was removed from the auto and taken into custody.l spoke with P.O. [redacted] who states that he did not witness the use of force but during the incident he was holding containment of the house in front of the overhead garage door along with two Waukesha County Sheriff Deputies. When he heard the auto start up and the engine racing he positioned himself behind another auto that was parked on the drive with one of the deputies while the other placed Stop Sticks at the end of the drive. P.O. [redacted] then observed the auto crash through the overhead garage door and impact the pick-up truck on the other side of the driveway.I spoke with P.O. [redacted] who states that he was following P.O. [redacted] into the garage to check for Mr. Spence when he heard a vehicle start up. P.O. [redacted] immediately began giving commands to Mr. Spence who was seated in the drivers seat and revving the engine of the auto. P.O. [redacted] states he tried several times to get to the other side of the auto but when he tried Mr. Spence would place the car in reverse and back up blocking his access. The engine continued rewing and he heard the tires squeal and the auto began forward towards the closed overhead door. At this time P.O. [redacted] heard 2-3 gunshots from P.O. [redacted] and the auto traveled through the door. P.O. [redacted] ran back into the house and out the front door where he observed the auto crashed into a parked pickup truk on the driveway of the residence.",Milwaukee,3 shots fired; 1 hit (to the head); victim in car
06/01/2011,1,N,Y,B,M,U,NA,24,1,L,M,Milwaukee Police Department,starts on page 34,Milwaukee,24 shots fired by PO; 9 shots fired by victim; PO also tased victim; hits unknown
11/02/2011,1,N,N,W,F,U,NA,1,1,W,M,Milwaukee Police Department,starts on page 58,Milwaukee,1 shot fired by PO by accident
